"Name"	"File Extension"	"File Type"	"Is Deleted"	"Last Accessed"	"File Created"	"Last Modified"	"Size"	"Address"	"Hash Value"	"Known Status"	"Permissions"	"Full Path"
"$I30"	""	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:32 IST"	"4096"	"5086085"	"55517c409f52a15959b1c70c4e14eb1e"	"unknown"	"r-wx-wx-wx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/$I30"
"Command Prompt.lnk"	".lnk"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:28 IST"	"1280"	"5086088"	"11a856c7323ff0baf1669fb2346395b7"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Command Prompt.lnk"
"Command Prompt.lnk-slack"	".lnk-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:28 IST"	"2816"	"5086088"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Command Prompt.lnk-slack"
"Desktop.ini"	".ini"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:32 IST"	"678"	"5086090"	"94f4f5600ec0596ecd43291b8a34aa45"	"unknown"	"rr-xr-xr-x"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Desktop.ini"
"Desktop.ini-slack"	".ini-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:32 IST"	"3418"	"5086090"	"null"	"unknown"	"rr-xr-xr-x"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Desktop.ini-slack"
"Notepad.lnk"	".lnk"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:32 IST"	"1304"	"5086092"	"b314f70e2471b24836dc682425597f40"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Notepad.lnk"
"Notepad.lnk-slack"	".lnk-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:32 IST"	"2792"	"5086092"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Notepad.lnk-slack"
"Run.lnk"	".lnk"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:49:38 IST"	"262"	"5086094"	"84fa65eb2b09c2b09cd0050731f37cf8"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Run.lnk"
"Run.lnk-slack"	".lnk-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:49:38 IST"	"3834"	"5086094"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Run.lnk-slack"
"Windows Explorer.lnk"	".lnk"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:49:38 IST"	"1228"	"5086097"	"47b2e1c4ddd5fa161f4e7314222d7a29"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Windows Explorer.lnk"
"Windows Explorer.lnk-slack"	".lnk-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:49:38 IST"	"2868"	"5086097"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Windows Explorer.lnk-slack"
"$I30"	""	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:02 IST"	"4096"	"5086981"	"4e76812c0769365fe1ead28d23fcfa1c"	"unknown"	"r-wx-wx-wx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Accessibility/$I30"
"Desktop.ini"	".ini"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:02 IST"	"704"	"5086983"	"6f254c82a0513b4d7e19dc34e28280da"	"unknown"	"rr-xr-xr-x"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Accessibility/Desktop.ini"
"Desktop.ini-slack"	".ini-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:02 IST"	"3392"	"5086983"	"null"	"unknown"	"rr-xr-xr-x"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Accessibility/Desktop.ini-slack"
"Ease of Access.lnk"	".lnk"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:02 IST"	"1358"	"5086986"	"34a52ddc76a09d003765d09276b7720f"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Accessibility/Ease of Access.lnk"
"Ease of Access.lnk-slack"	".lnk-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:02 IST"	"2738"	"5086986"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Accessibility/Ease of Access.lnk-slack"
"Magnify.lnk"	".lnk"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:00 IST"	"1258"	"5086988"	"af87d986ef018b88aade4a257b01865e"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Accessibility/Magnify.lnk"
"Magnify.lnk-slack"	".lnk-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:00 IST"	"2838"	"5086988"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Accessibility/Magnify.lnk-slack"
"Narrator.lnk"	".lnk"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:02 IST"	"1262"	"5086990"	"ad86a82ae065094400492fe6354a303a"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Accessibility/Narrator.lnk"
"Narrator.lnk-slack"	".lnk-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:02 IST"	"2834"	"5086990"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Accessibility/Narrator.lnk-slack"
"On-Screen Keyboard.lnk"	".lnk"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:00 IST"	"1250"	"5086993"	"cd6a30ed8419b84dd18437fd29b9d07f"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Accessibility/On-Screen Keyboard.lnk"
"On-Screen Keyboard.lnk-slack"	".lnk-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:54:00 IST"	"2846"	"5086993"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Accessibility/On-Screen Keyboard.lnk-slack"
"$I30"	""	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:55:00 IST"	"4096"	"5087877"	"90bfd4edbc915acb71ac05940b996980"	"unknown"	"r-wx-wx-wx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/System Tools/$I30"
"computer.lnk"	".lnk"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:49:38 IST"	"262"	"5087878"	"658d7adbddeb614463ca71663a644c25"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/System Tools/computer.lnk"
"computer.lnk-slack"	".lnk-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:49:38 IST"	"3834"	"5087878"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/System Tools/computer.lnk-slack"
"Control Panel.lnk"	".lnk"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:49:38 IST"	"262"	"5087881"	"46078bd3cb2044421452d214d7473d50"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/System Tools/Control Panel.lnk"
"Control Panel.lnk-slack"	".lnk-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:49:38 IST"	"3834"	"5087881"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/System Tools/Control Panel.lnk-slack"
"Desktop.ini"	".ini"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:55:00 IST"	"592"	"5087883"	"52e0c293617c0164415280f473b07a99"	"unknown"	"rr-xr-xr-x"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/System Tools/Desktop.ini"
"Desktop.ini-slack"	".ini-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:55:00 IST"	"3504"	"5087883"	"null"	"unknown"	"rr-xr-xr-x"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/System Tools/Desktop.ini-slack"
"Private Character Editor.lnk"	".lnk"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:55:00 IST"	"1306"	"5087887"	"d4eb12e61067c1236e5962399190ee6b"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/System Tools/Private Character Editor.lnk"
"Private Character Editor.lnk-slack"	".lnk-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:55:00 IST"	"2790"	"5087887"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/System Tools/Private Character Editor.lnk-slack"
"Desktop.ini"	".ini"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:49:38 IST"	"318"	"5088646"	"75afaca653816a09d9dbfbf27722a4f1"	"unknown"	"rr-xr-xr-x"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Maintenance/Desktop.ini"
"Desktop.ini-slack"	".ini-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:49:38 IST"	"3778"	"5088646"	"null"	"unknown"	"rr-xr-xr-x"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Maintenance/Desktop.ini-slack"
"Help.lnk"	".lnk"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:49:38 IST"	"262"	"5088648"	"6f824d308d1ea6179653f60ce0329293"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Maintenance/Help.lnk"
"Help.lnk-slack"	".lnk-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:52 IST"	"2009-07-14 00:49:38 IST"	"3834"	"5088648"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/Default/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Maintenance/Help.lnk-slack"
"$I30"	""	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:53 IST"	"2009-07-14 01:08:56 IST"	"4096"	"5089541"	"c46c45575133b19ade4a759f777b0fd1"	"unknown"	"r-wx-wx-wx"	"/img_drive9.E01/Users/Default/Documents/$I30"
"IMG_0081.jpg"	".jpg"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:53 IST"	"2015-10-08 18:07:26 IST"	"1158911"	"5092485"	"26ddb1ff59bd0052de9cbafcf4943dcf"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/Desktop/IMG_0081.jpg"
"IMG_0081.jpg-slack"	".jpg-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:53 IST"	"2015-10-08 18:07:26 IST"	"257"	"5092485"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/Desktop/IMG_0081.jpg-slack"
"IMG_1025.jpg"	".jpg"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:54 IST"	"2015-10-08 18:07:26 IST"	"721827"	"5092486"	"18ce1488e14e2b70a8bea174c11db7f6"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/Desktop/IMG_1025.jpg"
"IMG_1025.jpg-slack"	".jpg-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:54 IST"	"2015-10-08 18:07:26 IST"	"3165"	"5092486"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/Desktop/IMG_1025.jpg-slack"
"Proposal.docx"	".docx"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:54 IST"	"2015-10-10 16:05:18 IST"	"173683"	"5092488"	"f73618f7f389a4048d8fd13281aa125a"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/Desktop/Proposal.docx"
"Proposal.docx-slack"	".docx-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:54 IST"	"2015-10-10 16:05:18 IST"	"2445"	"5092488"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/Desktop/Proposal.docx-slack"
"adprovider.dll"	".dll"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:54 IST"	"2014-03-04 05:43:56 IST"	"56832"	"5156999"	"692e9886b2a475684f7e3294bf66e97d"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/Downloads/adprovider.dll"
"adprovider.dll-slack"	".dll-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:54 IST"	"2014-03-04 05:43:56 IST"	"512"	"5156999"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/Downloads/adprovider.dll-slack"
"adsldp.dll"	".dll"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:54 IST"	"2009-07-13 21:40:00 IST"	"239104"	"5157000"	"b079c2629e54ef8c82f3644ce6c9bffc"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/Downloads/adsldp.dll"
"adsldp.dll-slack"	".dll-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:54 IST"	"2009-07-13 21:40:00 IST"	"2560"	"5157000"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/Downloads/adsldp.dll-slack"
"adsldpc.dll"	".dll"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:55 IST"	"2009-07-13 21:40:00 IST"	"236544"	"5157001"	"05f620b4b2e7deb9409c0c6a4fedd2a4"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/Downloads/adsldpc.dll"
"adsldpc.dll-slack"	".dll-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:55 IST"	"2009-07-13 21:40:00 IST"	"1024"	"5157001"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/Downloads/adsldpc.dll-slack"
"Beach - San Diego.jpg"	".jpg"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:55 IST"	"2015-10-08 18:07:26 IST"	"1562341"	"5157004"	"71060c8592ee4c5af05dc460b543199d"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/Downloads/Beach - San Diego.jpg"
"Beach - San Diego.jpg-slack"	".jpg-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:55 IST"	"2015-10-08 18:07:26 IST"	"2331"	"5157004"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/Downloads/Beach - San Diego.jpg-slack"
"_ava"	""	"r"	"yes"	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:56 IST"	"2015-10-10 23:05:46 IST"	"680360"	"5222789"	"15509ee28ef940e5ee38e5f896ea1c97"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/My Documents/_ava"
"_ava-slack"	""	"r"	"yes"	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:56 IST"	"2015-10-10 23:05:46 IST"	"3672"	"5222789"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/My Documents/_ava-slack"
"no-way.jpg"	".jpg"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:56 IST"	"2015-10-08 18:07:26 IST"	"523481"	"5222790"	"364e429f8832fd52d6542903eb30412f"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/My Documents/no-way.jpg"
"no-way.jpg-slack"	".jpg-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:56 IST"	"2015-10-08 18:07:26 IST"	"807"	"5222790"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/My Documents/no-way.jpg-slack"
"Notes.docx"	".docx"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:57 IST"	"2015-10-10 16:07:18 IST"	"99427"	"5222792"	"b656e6d5d66efd4413a4086d9394820e"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/My Documents/Notes.docx"
"Notes.docx-slack"	".docx-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:57 IST"	"2015-10-10 16:07:18 IST"	"2973"	"5222792"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/My Documents/Notes.docx-slack"
"Passwords.docx"	".docx"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:57 IST"	"2015-10-10 16:06:22 IST"	"49364"	"5222795"	"8b65e82ce349897cec22bae49fe18f46"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/My Documents/Passwords.docx"
"Passwords.docx-slack"	".docx-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:57 IST"	"2015-10-10 16:06:22 IST"	"3884"	"5222795"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/My Documents/Passwords.docx-slack"
"Projections.xlsx"	".xlsx"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:57 IST"	"2015-10-10 16:10:06 IST"	"32024"	"5222798"	"6d34654269af72ec9b4cb1a0cae1bcf6"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/My Documents/Projections.xlsx"
"Projections.xlsx-slack"	".xlsx-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:07:57 IST"	"2015-10-10 16:10:06 IST"	"744"	"5222798"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Users/mnorton/My Documents/Projections.xlsx-slack"
"$MBR"	""	"v"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"512"	"32972803"	"3153412c01e6799efbee046ddfc6129e"	"unknown"	"v---------"	"/img_drive9.E01/$MBR"
"$FAT1"	""	"v"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1030656"	"32972804"	"803464212c53cba23450840c57d75741"	"unknown"	"v---------"	"/img_drive9.E01/$FAT1"
"$FAT2"	""	"v"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1030656"	"32972805"	"803464212c53cba23450840c57d75741"	"unknown"	"v---------"	"/img_drive9.E01/$FAT2"
"DPINST.LOG"	".LOG"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:32 IST"	"2012-01-19 15:21:08 IST"	"4098"	"133"	"fe60a1384344969170581c10c8a9f18b"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/DPINST.LOG"
"DPINST.LOG-slack"	".LOG-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:32 IST"	"2012-01-19 15:21:08 IST"	"4094"	"133"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/DPINST.LOG-slack"
"DtcInstall.log"	".log"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:32 IST"	"2011-11-23 12:13:34 IST"	"1774"	"136"	"27fc357976d799a05913032316b839ad"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/DtcInstall.log"
"DtcInstall.log-slack"	".log-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:32 IST"	"2011-11-23 12:13:34 IST"	"2322"	"136"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/DtcInstall.log-slack"
"Enterprise.xml"	".xml"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:32 IST"	"2009-06-10 17:14:32 IST"	"53555"	"139"	"8e2eab159e66cef2ca63671c20d08aa0"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/Enterprise.xml"
"Enterprise.xml-slack"	".xml-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:32 IST"	"2009-06-10 17:14:32 IST"	"3789"	"139"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/Enterprise.xml-slack"
"msdfmap.ini"	".ini"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:32 IST"	"2009-06-10 17:19:28 IST"	"1405"	"140"	"b9fb94a8da62711c6955825defb25c5a"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/msdfmap.ini"
"msdfmap.ini-slack"	".ini-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:32 IST"	"2009-06-10 17:19:28 IST"	"2691"	"140"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/msdfmap.ini-slack"
"PFRO.log"	".log"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:32 IST"	"2015-08-13 23:10:16 IST"	"22260"	"141"	"612684e027d59bdf5d0ef5c69880b105"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/PFRO.log"
"PFRO.log-slack"	".log-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:32 IST"	"2015-08-13 23:10:16 IST"	"2316"	"141"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/PFRO.log-slack"
"setupact.log"	".log"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:32 IST"	"2015-10-07 11:50:38 IST"	"62472"	"142"	"715bfa4ccf55ac9c166ca1a6198b38d0"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/setupact.log"
"setupact.log-slack"	".log-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:32 IST"	"2015-10-07 11:50:38 IST"	"3064"	"142"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/setupact.log-slack"
"setuperr.log"	".log"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:33 IST"	"2009-07-14 00:39:10 IST"	"0"	"143"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/setuperr.log"
"Starter.xml"	".xml"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:33 IST"	"2009-06-10 17:14:46 IST"	"48201"	"145"	"9060c3c745e7b2d8e1a81dd061021546"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/Starter.xml"
"Starter.xml-slack"	".xml-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:33 IST"	"2009-06-10 17:14:46 IST"	"951"	"145"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/Starter.xml-slack"
"system.ini"	".ini"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:33 IST"	"2009-06-10 17:46:28 IST"	"219"	"146"	"286a9edb379dc3423a528b0864a0f111"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/system.ini"
"system.ini-slack"	".ini-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:33 IST"	"2009-06-10 17:46:28 IST"	"3877"	"146"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/system.ini-slack"
"TSSysprep.log"	".log"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:33 IST"	"2011-11-23 12:14:44 IST"	"1313"	"148"	"00114fa8acb62feb0497556c6c242507"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/TSSysprep.log"
"TSSysprep.log-slack"	".log-slack"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:33 IST"	"2011-11-23 12:14:44 IST"	"2783"	"148"	"null"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/TSSysprep.log-slack"
"ncryptui.dll"	".dll"	"r"	""	"2015-10-10 00:00:00 IST"	"2015-10-10 23:06:33 IST"	"2009-07-13 21:16:02 IST"	"60928"	"7173"	"37a80e04ef8fb3429726e530c63815db"	"unknown"	"rrwxrwxrwx"	"/img_drive9.E01/Windows/system32/ncryptui.dll"
